,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
8424,THNSL1,Q8IYQ7,Mitochondrion-Mtx,0,1,0,0
11338,THOC1,Q96FV9,Large Protein Complex,0,0,0,1
6699,THOC2,Q8NI27,Nucleus,1,0,0,0
6700,THOC3,Q96J01,Nucleus,1,0,0,0
11030,THOC5,Q13769,Large Protein Complex,0,0,0,1
6701,THOC6,Q86W42,Nucleus,1,0,0,0
11184,THOC7,Q6I9Y2,Large Protein Complex,0,0,0,1
6702,THOP1,P52888,Cytoplasm,1,0,0,0
6703,THRAP3,Q9Y2W1,Nucleus,1,0,0,0
6704,THRB,P10828,Nucleus,1,0,0,0
6705,THTPA,Q9BU02,Cytoplasm,1,0,0,0
11339,THUMPD3,Q9BV44,Large Protein Complex,0,0,0,1
6706,THY1,P04216,Plasma membrane,1,0,0,0
6707,THYN1,Q9P016,Nucleus,1,0,0,0
11031,TIA1,P31483,Large Protein Complex,0,0,0,1
6708,TIAF1,O95411,Nucleus,1,0,0,0
10434,TIAL1,Q01085-2,Large Protein Complex,0,0,0,1
6709,TICRR,Q7Z2Z1,Nucleus,1,0,0,0
6710,TIE1,P35590,Plasma membrane,1,0,0,0
11032,TIGAR,Q9NQ88,Large Protein Complex,0,0,0,1
6711,TIGD1,Q96MW7,Nucleus,1,0,0,0
6712,TIGD2,Q4W5G0,Nucleus,1,0,0,0
6713,TIGD3,Q6B0B8,Nucleus,1,0,0,0
6714,TIGD4,Q8IY51,Nucleus,1,0,0,0
6715,TIGD5,Q53EQ6,Nucleus,1,0,0,0
6716,TIGD6,Q17RP2,Nucleus,1,0,0,0
6717,TIGD7,Q6NT04,Nucleus,1,0,0,0
6718,TIGIT,Q495A1,Plasma membrane,1,0,0,0
6719,TIMELESS,Q9UNS1,Nucleus,1,0,0,0
6720,TIMM10,P62072,Mitochondria,1,0,0,0
6721,TIMM10B,Q9Y5J6,Mitochondria,1,0,0,0
6722,TIMM13,Q9Y5L4,Mitochondria,1,0,0,0
6723,TIMM17A,Q99595,Mitochondria,1,0,0,0
6724,TIMM17B,O60830,Mitochondria,1,0,0,0
6725,TIMM21,Q9BVV7,Mitochondria,1,0,0,0
6726,TIMM22,Q9Y584,Mitochondria,1,0,0,0
6727,TIMM23,O14925,Mitochondria,1,0,0,0
6728,TIMM23B,Q5SRD1,Mitochondria,1,0,0,0
6729,TIMM29,Q9BSF4,Mitochondria,1,0,0,0
6730,TIMM44,O43615,Mitochondria,1,0,0,0
8373,TIMM50,Q3ZCQ8,Mitochondrion-IM,0,1,0,0
9552,TIMM50,Q3ZCQ8-2,Mitochondria,0,0,0,1
6731,TIMM8A,O60220,Mitochondria,1,0,0,0
6732,TIMM8B,Q9Y5J9,Mitochondria,1,0,0,0
6733,TIMM9,Q9Y5J7,Mitochondria,1,0,0,0
6734,TIMMDC1,Q9NPL8,Mitochondria,1,0,0,0
9653,TIMP1,P01033,Plasma membrane,0,0,0,1
9741,TIMP2,P16035,Plasma membrane,0,0,0,1
6735,TINF2,Q9BSI4,Nucleus,1,0,0,0
6736,TIPARP,Q7Z3E1,Nucleus,1,0,0,0
6737,TIPRL,O75663,Cytoplasm,1,0,0,0
8127,TJP1,Q07157,Actin binding proteins,0,1,0,0
8128,TJP2,Q9UDY2,Actin binding proteins,0,1,0,0
6738,TK1,P04183,Cytoplasm,1,0,0,0
6739,TK2,O00142,Mitochondria,1,0,0,0
8990,TKT,P29401,Mitochondria,0,1,0,0
11033,TKT,P29401-2,Large Protein Complex,0,0,0,1
6740,TLCD1,Q96CP7,Plasma membrane,1,0,0,0
6741,TLCD2,A6NGC4,Plasma membrane,1,0,0,0
6742,TLCD3A,Q8TBR7,Plasma membrane,1,0,0,0
9778,TLDC1,Q6P9B6,Plasma membrane,0,0,0,1
6743,TLE1,Q04724,Nucleus,1,0,0,0
6744,TLE2,Q04725,Nucleus,1,0,0,0
6745,TLE3,Q04726,Nucleus,1,0,0,0
6746,TLE4,Q04727,Nucleus,1,0,0,0
6747,TLE5,Q08117,Nucleus,1,0,0,0
6748,TLK1,Q9UKI8,Nucleus,1,0,0,0
11340,TLK1,Q9UKI8-2,Large Protein Complex,0,0,0,1
10435,TLK2,Q86UE8-3,Large Protein Complex,0,0,0,1
8129,TLN1,Q9Y490,Actin binding proteins,0,1,0,0
9518,TLN2,Q9Y4G6,Golgi,0,0,0,1
6749,TLR5,O60602,Plasma membrane,1,0,0,0
6750,TLX1,P31314,Nucleus,1,0,0,0
6751,TLX2,O43763,Nucleus,1,0,0,0
6752,TLX3,O43711,Nucleus,1,0,0,0
9298,TM2D3,Q9BRN9,ER,0,0,0,1
9654,TM4SF1,P30408,Plasma membrane,0,0,0,1
6753,TM4SF20,Q53R12,ER,1,0,0,0
6754,TM6SF1,Q9BZW5,Lysosome,1,0,0,0
6755,TM6SF2,Q9BZW4,Ergic/cisGolgi,1,0,0,0
6756,TM7SF2,O76062,ER,1,0,0,0
6757,TM7SF3,Q9NS93,Plasma membrane,1,0,0,0
8352,TM9SF1,O15321,Golgi,0,1,0,0
8353,TM9SF2,Q99805,Golgi,0,1,0,0
8354,TM9SF3,Q9HD45,Golgi,0,1,0,0
6758,TM9SF4,Q92544,Golgi,1,0,0,0
11034,TMA16,Q96EY4,Large Protein Complex,0,0,0,1
11035,TMA7,Q9Y2S6,Large Protein Complex,0,0,0,1
9634,TMBIM1,Q969X1,Plasma membrane,0,0,0,1
6759,TMBIM4,Q9HC24,Golgi,1,0,0,0
6760,TMBIM6,P55061,ER,1,0,0,0
6761,TMC1,Q8TDI8,Plasma membrane,1,0,0,0
6762,TMC2,Q8TDI7,Plasma membrane,1,0,0,0
6763,TMC6,Q7Z403,ER,1,0,0,0
6764,TMC8,Q8IU68,ER,1,0,0,0
6765,TMCC1,O94876,ER,1,0,0,0
6766,TMCC2,O75069,ER,1,0,0,0
6767,TMCC3,Q9ULS5,ER,1,0,0,0
8314,TMCO1,Q9UM00,ER-Membrane,0,1,0,0
6768,TMED1,Q13445,Ergic/cisGolgi,1,0,0,0
6769,TMED10,P49755,Ergic/cisGolgi,1,0,0,0
6770,TMED2,Q15363,Ergic/cisGolgi,1,0,0,0
6771,TMED3,Q9Y3Q3,Golgi,1,0,0,0
6772,TMED4,Q7Z7H5,ER,1,0,0,0
6773,TMED5,Q9Y3A6,Golgi,1,0,0,0
6774,TMED6,Q8WW62,ER,1,0,0,0
6775,TMED7,Q9Y3B3,Golgi,1,0,0,0
6776,TMED9,Q9BVK6,Ergic/cisGolgi,1,0,0,0
6777,TMEFF1,Q8IYR6,Plasma membrane,1,0,0,0
9128,TMEM100,Q9NV29,Endosome,0,0,1,0
6778,TMEM102,Q8N9M5,Plasma membrane,1,0,0,0
6779,TMEM106A,Q96A25,Plasma membrane,1,0,0,0
6780,TMEM106B,Q9NUM4,Lysosome,1,0,0,0
6781,TMEM106C,Q9BVX2,ER,1,0,0,0
6782,TMEM108,Q6UXF1,Endosome,1,0,0,0
8315,TMEM109,Q9BVC6,ER-Membrane,0,1,0,0
6783,TMEM11,P17152,Mitochondria,1,0,0,0
6784,TMEM114,B3SHH9,Plasma membrane,1,0,0,0
6785,TMEM115,Q12893,Golgi,1,0,0,0
6786,TMEM117,Q9H0C3,Plasma membrane,1,0,0,0
6787,TMEM120A,Q9BXJ8,Nucleus,1,0,0,0
6788,TMEM120B,A0PK00,Nucleus,1,0,0,0
6789,TMEM126A,Q9H061,Mitochondria,1,0,0,0
6790,TMEM126B,Q8IUX1,Mitochondria,1,0,0,0
9130,TMEM127,O75204,Endosome,0,0,1,0
6791,TMEM129,A0AVI4,ER,1,0,0,0
6792,TMEM130,Q8N3G9,Golgi,1,0,0,0
8316,TMEM131,Q92545,ER-Membrane,0,1,0,0
8720,TMEM132A,Q24JP5,Plasma membrane,0,1,0,0
8991,TMEM143,Q96AN5,Mitochondria,0,1,0,0
6793,TMEM147,Q9BVK8,ER,1,0,0,0
6794,TMEM14C,Q9P0S9,Mitochondria,1,0,0,0
6795,TMEM150A,Q86TG1,Plasma membrane,1,0,0,0
9347,TMEM161A,Q9NX61,ER,0,0,0,1
9404,TMEM161B,Q8NDZ6,ER,0,0,0,1
6796,TMEM163,Q8TC26,Endosome,1,0,0,0
8317,TMEM164,Q5U3C3,ER-Membrane,0,1,0,0
6797,TMEM165,Q9HC07,Golgi,1,0,0,0
6798,TMEM167A,Q8TBQ9,Golgi,1,0,0,0
6799,TMEM167B,Q9NRX6,Golgi,1,0,0,0
9131,TMEM168,Q9H0V1,Endosome,0,0,1,0
6800,TMEM17,Q86X19,Plasma membrane,1,0,0,0
6801,TMEM170B,Q5T4T1,Plasma membrane,1,0,0,0
6802,TMEM174,Q8WUU8,ER,1,0,0,0
6803,TMEM175,Q9BSA9,Lysosome,1,0,0,0
6804,TMEM176B,Q3YBM2,Nucleus,1,0,0,0
6805,TMEM177,Q53S58,Mitochondria,1,0,0,0
6806,TMEM178A,Q8NBL3,ER,1,0,0,0
8207,TMEM181,Q9P2C4,Ergic/cisGolgi,0,1,0,0
9123,TMEM184B,Q9Y519,Endosome,0,0,1,0
9113,TMEM184C,Q9NVA4,Endosome,0,0,1,0
9094,TMEM185B,Q9H7F4,Endosome,0,0,1,0
9562,TMEM186,Q96B77,Mitochondria,0,0,0,1
6807,TMEM189,A5PLL7,ER,1,0,0,0
9378,TMEM19,Q96HH6,ER,0,0,0,1
6808,TMEM192,Q8IY95,Lysosome,1,0,0,0
6809,TMEM199,Q8N511,Ergic/cisGolgi,1,0,0,0
8531,TMEM201,Q5SNT2,Nucleus,0,1,0,0
6810,TMEM203,Q969S6,ER,1,0,0,0
6811,TMEM204,Q9BSN7,Plasma membrane,1,0,0,0
8242,TMEM205,Q6UW68,ER-Membrane,0,1,0,0
6812,TMEM208,Q9BTX3,ER,1,0,0,0
8532,TMEM209,Q96SK2,Nucleus,0,1,0,0
6813,TMEM214,Q6NUQ4,ER,1,0,0,0
6814,TMEM219,Q86XT9,Plasma membrane,1,0,0,0
9742,TMEM222,Q9H0R3,Plasma membrane,0,0,0,1
9568,TMEM223,A0PJW6,Mitochondria,0,0,0,1
6815,TMEM230,Q96A57,Golgi,1,0,0,0
9779,TMEM230,Q96A57-2,Plasma membrane,0,0,0,1
6816,TMEM231,Q9H6L2,Plasma membrane,1,0,0,0
6817,TMEM235,A6NFC5,ER,1,0,0,0
9698,TMEM237,Q96Q45,Plasma membrane,0,0,0,1
6818,TMEM240,Q5SV17,Plasma membrane,1,0,0,0
8318,TMEM245,Q9H330,ER-Membrane,0,1,0,0
9284,TMEM245,Q9H330-2,ER,0,0,0,1
9405,TMEM248,Q9NWD8,ER,0,0,0,1
9563,TMEM256,Q8N2U0,Mitochondria,0,0,0,1
6819,TMEM258,P61165,ER,1,0,0,0
6820,TMEM259,Q4ZIN3,ER,1,0,0,0
9553,TMEM261,Q96GE9-2,Mitochondria,0,0,0,1
9020,TMEM263,Q8WUH6,Mitochondria,0,1,0,0
6821,TMEM266,Q2M3C6,Plasma membrane,1,0,0,0
9780,TMEM30A,Q9NV96,Plasma membrane,0,0,0,1
6822,TMEM30B,Q3MIR4,Plasma membrane,1,0,0,0
8319,TMEM33,P57088,ER-Membrane,0,1,0,0
6823,TMEM35A,Q53FP2,Peroxisome,1,0,0,0
6824,TMEM38B,Q9NVV0,ER,1,0,0,0
9406,TMEM41A,Q96HV5,ER,0,0,0,1
6825,TMEM41B,Q5BJD5,ER,1,0,0,0
8320,TMEM43,Q9BTV4,ER-Membrane,0,1,0,0
9174,TMEM50A,O95807,Endosome,0,0,0,1
6826,TMEM55B,Q86T03,Lysosome,1,0,0,0
9238,TMEM55B,Q86T03-2,Endosome,0,0,0,1
9582,TMEM56,Q96MV1,Peroxisome,0,0,0,1
9348,TMEM57,Q8N5G2,ER,0,0,0,1
9133,TMEM59,Q9BXS4,Endosome,0,0,1,0
6827,TMEM59L,Q9UK28,Golgi,1,0,0,0
6828,TMEM63A,O94886,Lysosome,1,0,0,0
8191,TMEM63B,Q5T3F8,Endosome,0,1,0,0
6829,TMEM64,Q6YI46,ER,1,0,0,0
8992,TMEM65,Q6PI78,Mitochondria,0,1,0,0
9349,TMEM68,Q96MH6,ER,0,0,0,1
6830,TMEM70,Q9BUB7,Mitochondria,1,0,0,0
6831,TMEM79,Q9BSE2,Golgi,1,0,0,0
6832,TMEM87A,Q8NBN3,Golgi,1,0,0,0
6833,TMEM87B,Q96K49,Golgi,1,0,0,0
6834,TMEM88,Q6PEY1,Plasma membrane,1,0,0,0
9031,TMEM9,Q9P0T7,Endosome,0,0,1,0
8321,TMEM97,Q5BJF2,ER-Membrane,0,1,0,0
9119,TMEM98,Q9Y2Y6,Endosome,0,0,1,0
9030,TMEM9B,Q9NQ34,Endosome,0,0,1,0
6835,TMF1,P82094,Golgi,1,0,0,0
6836,TMIGD2,Q96BF3,Plasma membrane,1,0,0,0
6837,TMLHE,Q9NVH6,Mitochondria,1,0,0,0
10436,TMOD3,Q9NYL9,Large Protein Complex,0,0,0,1
6838,TMPO,P42167,Nucleus,1,0,0,0
6839,TMPO,P42166,Nucleus,1,0,0,0
9407,TMPPE,Q6ZT21,ER,0,0,0,1
6840,TMPRSS11B,Q86T26,Plasma membrane,1,0,0,0
6841,TMPRSS3,P57727,ER,1,0,0,0
6842,TMPRSS3,Q9NRS4,ER,1,0,0,0
6843,TMPRSS5,Q9H3S3,Plasma membrane,1,0,0,0
6844,TMPRSS6,Q8IU80,Plasma membrane,1,0,0,0
6845,TMPRSS7,Q7RTY8,Plasma membrane,1,0,0,0
6846,TMPRSS9,Q7Z410,Plasma membrane,1,0,0,0
11341,TMSB10,P63313,Large Protein Complex,0,0,0,1
11342,TMSB4X,P62328,Large Protein Complex,0,0,0,1
6847,TMTC1,Q8IUR5,ER,1,0,0,0
6848,TMTC2,Q8N394,ER,1,0,0,0
6849,TMTC3,Q6ZXV5,ER,1,0,0,0
6850,TMTC4,Q5T4D3,ER,1,0,0,0
9350,TMUB1,Q9BVT8,ER,0,0,0,1
9265,TMUB2,Q71RG4,Endosome,0,0,0,1
6851,TMX1,Q9H3N1,ER,1,0,0,0
8322,TMX2,Q9Y320,ER-Membrane,0,1,0,0
6852,TMX3,Q96JJ7,ER,1,0,0,0
6853,TMX4,Q9H1E5,Nucleus,1,0,0,0
9137,TNC,P24821,Endosome,0,0,1,0
9699,TNFAIP1,Q13829,Plasma membrane,0,0,0,1
10437,TNFAIP2,Q03169,Large Protein Complex,0,0,0,1
6854,TNFAIP8,O95379,Cytoplasm,1,0,0,0
6855,TNFAIP8L1,Q8WVP5,Cytoplasm,1,0,0,0
8721,TNFRSF10A,O00220,Plasma membrane,0,1,0,0
9126,TNFRSF10B,O14763,Endosome,0,0,1,0
6856,TNFRSF10C,O14798,Plasma membrane,1,0,0,0
9118,TNFRSF10D,Q9UBN6,Endosome,0,0,1,0
6857,TNFRSF11A,Q9Y6Q6,Plasma membrane,1,0,0,0
6858,TNFRSF14,Q92956,Plasma membrane,1,0,0,0
9351,TNFRSF1A,P19438,ER,0,0,0,1
6859,TNFRSF21,O75509,Plasma membrane,1,0,0,0
9451,TNFSF13,O75888,Ergic/cisGolgi,0,0,0,1
6860,TNFSF18,Q9UNG2,Plasma membrane,1,0,0,0
9214,TNFSF9,P41273,Endosome,0,0,0,1
9147,TNK2,Q07912,Endosome,0,0,1,0
10438,TNKS1BP1,Q9C0C2,Large Protein Complex,0,0,0,1
6861,TNP1,P09430,Nucleus,1,0,0,0
6862,TNP2,Q05952,Nucleus,1,0,0,0
10777,TNPO1,Q92973,Large Protein Complex,0,0,0,1
9519,TNPO3,Q9Y5L0,Golgi,0,0,0,1
11036,TNRC6A,Q8NDV7-6,Large Protein Complex,0,0,0,1
10439,TNRC6B,Q9UPQ9,Large Protein Complex,0,0,0,1
8130,TNS1,Q9HBL0,Actin binding proteins,0,1,0,0
10778,TNS3,Q68CZ2,Large Protein Complex,0,0,0,1
11185,TNS4,Q8IZW8,Large Protein Complex,0,0,0,1
11343,TOB1,P50616,Large Protein Complex,0,0,0,1
6863,TOB2,Q14106,Cytoplasm,1,0,0,0
6864,TOE1,Q96GM8,Nucleus,1,0,0,0
6865,TOLLIP,Q9H0E2,Cytoplasm,1,0,0,0
9037,TOM1,O60784,Endosome,0,0,1,0
9239,TOM1L1,O75674,Endosome,0,0,0,1
6866,TOMM20,Q15388,Mitochondria,1,0,0,0
6867,TOMM20L,Q6UXN7,Mitochondria,1,0,0,0
6868,TOMM22,Q9NS69,Mitochondria,1,0,0,0
8993,TOMM34,Q15785,Mitochondria,0,1,0,0
6869,TOMM40,O96008,Mitochondria,1,0,0,0
6870,TOMM40L,Q969M1,Mitochondria,1,0,0,0
6871,TOMM5,Q8N4H5,Mitochondria,1,0,0,0
6872,TOMM6,Q96B49,Mitochondria,1,0,0,0
6873,TOMM7,Q9P0U1,Mitochondria,1,0,0,0
6874,TOMM70,O94826,Mitochondria,1,0,0,0
6875,TOP1,P11387,Nucleus,1,0,0,0
6876,TOP1MT,Q969P6,Mitochondria,1,0,0,0
8533,TOP2A,P11388,Nucleus,0,1,0,0
8534,TOP2B,Q02880,Nucleus,0,1,0,0
6877,TOP3A,Q13472,Mitochondria,1,0,0,0
10779,TOP3B,O95985,Large Protein Complex,0,0,0,1
6878,TOPAZ1,Q8N9V7,Cytoplasm,1,0,0,0
10440,TOPBP1,Q92547,Large Protein Complex,0,0,0,1
6879,TOPORS,Q9NS56,Nucleus,1,0,0,0
8323,TOR1A,O14656,ER-Membrane,0,1,0,0
6880,TOR1AIP1,Q5JTV8,Nucleus,1,0,0,0
11364,TOR1AIP1,Q5JTV8-3,Nuclear pore complex,0,0,0,1
8324,TOR1AIP2,Q8NFQ8,ER-Membrane,0,1,0,0
8229,TOR1B,O14657,ER-Lumen,0,1,0,0
6881,TOR2A,Q8N2E6,ER,1,0,0,0
6882,TOR2A,Q5JU69,ER,1,0,0,0
8230,TOR3A,Q9H497,ER-Lumen,0,1,0,0
6883,TOX,O94900,Nucleus,1,0,0,0
6884,TOX2,Q96NM4,Nucleus,1,0,0,0
6885,TOX3,O15405,Nucleus,1,0,0,0
6886,TOX4,O94842,Nucleus,1,0,0,0
6887,TP53AIP1,Q9HCN2,Mitochondria,1,0,0,0
6888,TP53BP1,Q12888,Nucleus,1,0,0,0
10441,TP53BP2,Q13625,Large Protein Complex,0,0,0,1
10780,TP53RK,Q96S44,Large Protein Complex,0,0,0,1
6889,TP63,Q9H3D4,Nucleus,1,0,0,0
6890,TPBG,Q13641,Plasma membrane,1,0,0,0
6891,TPCN1,Q9ULQ1,Lysosome,1,0,0,0
6892,TPCN2,Q8NHX9,Lysosome,1,0,0,0
11037,TPD52,P55327-4,Large Protein Complex,0,0,0,1
10442,TPD52L1,Q16890,Large Protein Complex,0,0,0,1
9099,TPD52L2,O43399,Endosome,0,0,1,0
11186,TPD52L2,O43399-2,Large Protein Complex,0,0,0,1
6893,TPI1,P60174,Cytoplasm,1,0,0,0
9520,TPM1,P09493-4,Golgi,0,0,0,1
9521,TPM3,P06753-3,Golgi,0,0,0,1
9522,TPM3,P06753-2,Golgi,0,0,0,1
9523,TPM4,P67936,Golgi,0,0,0,1
6894,TPMT,P51580,Cytoplasm,1,0,0,0
6895,TPP1,O14773,Lysosome,1,0,0,0
11187,TPP2,P29144,Large Protein Complex,0,0,0,1
11038,TPR,P12270,Large Protein Complex,0,0,0,1
6896,TPRG1,Q6ZUI0,Cytoplasm,1,0,0,0
9240,TPRG1L,Q5T0D9,Endosome,0,0,0,1
11344,TPRKB,Q9Y3C4,Large Protein Complex,0,0,0,1
11188,TPRN,Q4KMQ1,Large Protein Complex,0,0,0,1
6897,TPRX1,Q8N7U7,Nucleus,1,0,0,0
6898,TPST1,O60507,Golgi,1,0,0,0
6899,TPST2,O60704,Golgi,1,0,0,0
6900,TPT1,P13693,Cytoplasm,1,0,0,0
6901,TPTE2,Q6XPS3,ER,1,0,0,0
8535,TPX2,Q9ULW0,Nucleus,0,1,0,0
6902,TRA,P0DTU3,Plasma membrane,1,0,0,0
6903,TRA2A,Q13595,Nucleus,1,0,0,0
6904,TRA2B,P62995,Nucleus,1,0,0,0
8442,TRABD,Q9H4I3,Mitochondrion-OM,0,1,0,0
6905,TRABD2A,Q86V40,Plasma membrane,1,0,0,0
6906,TRABD2B,A6NFA1,Plasma membrane,1,0,0,0
6907,TRAC,P01848,Plasma membrane,1,0,0,0
6908,TRAF2,Q12933,Cytoplasm,1,0,0,0
11189,TRAF4,Q9BUZ4,Large Protein Complex,0,0,0,1
6909,TRAF5,O00463,Cytoplasm,1,0,0,0
9700,TRAF7,Q6Q0C0,Plasma membrane,0,0,0,1
11039,TRAFD1,O14545,Large Protein Complex,0,0,0,1
6910,TRAJ3,A0A075B6Y3,Plasma membrane,1,0,0,0
6911,TRAJ42,A0A075B6Y9,Plasma membrane,1,0,0,0
6912,TRAM1,Q15629,ER,1,0,0,0
6913,TRAM1,Q9Y6Q9,ER,1,0,0,0
6914,TRAM1L1,Q8N609,ER,1,0,0,0
6915,TRAP1,Q58FF3,Mitochondria,1,0,0,0
6916,TRAP1,Q12931,Mitochondria,1,0,0,0
6917,TRAPPC1,Q9Y5R8,Golgi,1,0,0,0
6918,TRAPPC10,P48553,Golgi,1,0,0,0
6919,TRAPPC11,Q7Z392,Golgi,1,0,0,0
6920,TRAPPC12,Q8WVT3,Ergic/cisGolgi,1,0,0,0
10443,TRAPPC13,A5PLN9-4,Large Protein Complex,0,0,0,1
6921,TRAPPC2,P0DI81,Ergic/cisGolgi,1,0,0,0
6922,TRAPPC2L,Q9UL33,Golgi,1,0,0,0
6923,TRAPPC3,O43617,Golgi,1,0,0,0
6924,TRAPPC3L,Q5T215,Golgi,1,0,0,0
6925,TRAPPC4,Q9Y296,Golgi,1,0,0,0
6926,TRAPPC5,Q8IUR0,Golgi,1,0,0,0
6927,TRAPPC6A,O75865,Golgi,1,0,0,0
6928,TRAPPC6B,Q86SZ2,Golgi,1,0,0,0
6929,TRAPPC8,Q9Y2L5,Golgi,1,0,0,0
6930,TRAPPC9,Q96Q05,Golgi,1,0,0,0
6931,TRAT1,Q6PIZ9,Plasma membrane,1,0,0,0
6934,TRAV10,A0A0B4J240,Plasma membrane,1,0,0,0
6932,TRAV1-1,A0A0B4J248,Plasma membrane,1,0,0,0
6933,TRAV1-2,A0A0B4J238,Plasma membrane,1,0,0,0
6935,TRAV12-1,A0A0B4J245,Plasma membrane,1,0,0,0
6936,TRAV12-2,A0A075B6T6,Plasma membrane,1,0,0,0
6937,TRAV12-3,A0A0B4J271,Plasma membrane,1,0,0,0
6938,TRAV13-1,A0A0B4J241,Plasma membrane,1,0,0,0
6939,TRAV13-2,A0A0B4J235,Plasma membrane,1,0,0,0
6940,TRAV14DV4,A0A0A6YYC5,Plasma membrane,1,0,0,0
6941,TRAV16,A0A0A6YYK6,Plasma membrane,1,0,0,0
6942,TRAV17,A0A0B4J275,Plasma membrane,1,0,0,0
6943,TRAV18,A0A075B6X5,Plasma membrane,1,0,0,0
6944,TRAV19,A0A0A6YYK7,Plasma membrane,1,0,0,0
6945,TRAV2,A0A0B4J234,Plasma membrane,1,0,0,0
6946,TRAV20,A0A0B4J274,Plasma membrane,1,0,0,0
6947,TRAV21,A0A0B4J279,Plasma membrane,1,0,0,0
6948,TRAV22,A0A0B4J277,Plasma membrane,1,0,0,0
6949,TRAV23DV6,A0A075B6W5,Plasma membrane,1,0,0,0
6950,TRAV24,A0A0B4J272,Plasma membrane,1,0,0,0
6951,TRAV25,A0A0B4J276,Plasma membrane,1,0,0,0
6952,TRAV26-1,A0A087WT03,Plasma membrane,1,0,0,0
6953,TRAV26-2,A0A0B4J265,Plasma membrane,1,0,0,0
6954,TRAV27,A0A087WT01,Plasma membrane,1,0,0,0
6955,TRAV29DV5,P04437,Plasma membrane,1,0,0,0
6956,TRAV3,A0A0B4J244,Plasma membrane,1,0,0,0
6957,TRAV30,A0A087WSZ9,Plasma membrane,1,0,0,0
6958,TRAV34,A0A0B4J273,Plasma membrane,1,0,0,0
6959,TRAV35,P0DPF4,Plasma membrane,1,0,0,0
6960,TRAV36DV7,A0A075B6V5,Plasma membrane,1,0,0,0
6961,TRAV38-1,A0A0B4J264,Plasma membrane,1,0,0,0
6962,TRAV38-2DV8,A0JD32,Plasma membrane,1,0,0,0
6963,TRAV39,A0A0B4J263,Plasma membrane,1,0,0,0
6964,TRAV4,A0A0B4J268,Plasma membrane,1,0,0,0
6965,TRAV40,A0A0B4J280,Plasma membrane,1,0,0,0
6966,TRAV41,A0A0B4J266,Plasma membrane,1,0,0,0
6967,TRAV5,A0A0B4J249,Plasma membrane,1,0,0,0
6968,TRAV6,A0A075B6T7,Plasma membrane,1,0,0,0
6969,TRAV7,A0A075B6U4,Plasma membrane,1,0,0,0
6970,TRAV8-1,A0A0A6YYK1,Plasma membrane,1,0,0,0
6971,TRAV8-2,A0A0B4J237,Plasma membrane,1,0,0,0
6972,TRAV8-3,A0A0A6YYJ7,Plasma membrane,1,0,0,0
6973,TRAV8-4,P01737,Plasma membrane,1,0,0,0
6974,TRAV8-6,A0A0B4J262,Plasma membrane,1,0,0,0
6975,TRAV9-1,A0A075B6T8,Plasma membrane,1,0,0,0
6976,TRAV9-2,A0A087WT02,Plasma membrane,1,0,0,0
6977,TRB,P0DTU4,Plasma membrane,1,0,0,0
6978,TRBC1,P01850,Plasma membrane,1,0,0,0
6979,TRBC2,A0A5B9,Plasma membrane,1,0,0,0
6980,TRBD1,P0DPI4,Plasma membrane,1,0,0,0
6981,TRBJ1-1,A0A0J9YXA8,Plasma membrane,1,0,0,0
6982,TRBJ1-2,A0A0J9YX06,Plasma membrane,1,0,0,0
6983,TRBJ1-3,A0A0J9YWP8,Plasma membrane,1,0,0,0
6984,TRBJ1-4,A0A0J9YXG5,Plasma membrane,1,0,0,0
6985,TRBJ1-5,A0A0J9YXM7,Plasma membrane,1,0,0,0
6986,TRBJ1-6,A0A0J9YWX3,Plasma membrane,1,0,0,0
6987,TRBJ2-1,A0A0A0MTA7,Plasma membrane,1,0,0,0
6988,TRBJ2-2,A0A0A0MT94,Plasma membrane,1,0,0,0
6989,TRBJ2-3,A0A0B4J200,Plasma membrane,1,0,0,0
6990,TRBJ2-4,A0A0A0MT87,Plasma membrane,1,0,0,0
6991,TRBJ2-5,A0A0A0MTA4,Plasma membrane,1,0,0,0
6992,TRBJ2-6,A0A0A0MT70,Plasma membrane,1,0,0,0
6993,TRBJ2-7,A0A0A0MT78,Plasma membrane,1,0,0,0
6994,TRBV10-1,A0A0K0K1A3,Plasma membrane,1,0,0,0
6995,TRBV10-2,A0A0K0K1G8,Plasma membrane,1,0,0,0
6996,TRBV10-3,A0A0K0K1G6,Plasma membrane,1,0,0,0
6997,TRBV11-1,A0A0K0K1C0,Plasma membrane,1,0,0,0
6998,TRBV11-2,A0A584,Plasma membrane,1,0,0,0
6999,TRBV11-3,A0A5A6,Plasma membrane,1,0,0,0
7000,TRBV12-3,P01733,Plasma membrane,1,0,0,0
7001,TRBV12-4,A0A0B4J2E0,Plasma membrane,1,0,0,0
7002,TRBV12-5,A0A1B0GX78,Plasma membrane,1,0,0,0
7003,TRBV13,A0A0A6YYD4,Plasma membrane,1,0,0,0
7004,TRBV14,A0A5B0,Plasma membrane,1,0,0,0
7005,TRBV16,A0A087WV62,Plasma membrane,1,0,0,0
7006,TRBV18,A0A087X0M5,Plasma membrane,1,0,0,0
7007,TRBV19,A0A075B6N1,Plasma membrane,1,0,0,0
7008,TRBV2,A0A1B0GX68,Plasma membrane,1,0,0,0
7009,TRBV20-1,A0A075B6N2,Plasma membrane,1,0,0,0
