ComplexName,Reference
SWI-SNF chromatin remodeling-related-BRCA1 complex,P38398
SWI-SNF chromatin remodeling-related-BRCA1 complex,P51531
SWI-SNF chromatin remodeling-related-BRCA1 complex,P51532
SWI-SNF chromatin remodeling-related-BRCA1 complex,Q12824
SWI-SNF chromatin remodeling-related-BRCA1 complex,Q8TAQ2
SWI-SNF chromatin remodeling-related-BRCA1 complex,Q92922
SWI-SNF chromatin remodeling-related-BRCA1 complex,Q92925
SWI-SNF chromatin remodeling-related-BRCA1 complex,Q969G3
SWI/SNF-related chromatin-remodeling complex,P51531
SWI/SNF-related chromatin-remodeling complex,P51608
SWI/SNF-related chromatin-remodeling complex,Q13547
SWI/SNF-related chromatin-remodeling complex,Q969G3
SWI/SNF-related chromatin-remodeling complex,Q96ST3
SYNE2-TMEM67 complex,Q5HYA8
SYNE2-TMEM67 complex,Q8WXH0
Synexin-sorcin complex,P20073
Synexin-sorcin complex,P30626
Tacc1-chTOG-AuroraA  complex,O14965
Tacc1-chTOG-AuroraA  complex,O75410
Tacc1-chTOG-AuroraA  complex,Q14008
TAF4-TAF12 subcomplex of TFIID complex,O00268
TAF4-TAF12 subcomplex of TFIID complex,Q16514
TAK1 complex,O43318
TAK1 complex,Q15750
TAK1 complex,Q9NYJ8
TALL1 homo-oligomer complex,Q9Y275
TANGO1L-cTAGE5-SEC12 complex,O15320
TANGO1L-cTAGE5-SEC12 complex,Q5JRA6
TANGO1L-cTAGE5-SEC12 complex,Q9HCU5
TANK-TRAF2-TRAF3 complex,Q12933
TANK-TRAF2-TRAF3 complex,Q13114
TANK-TRAF2-TRAF3 complex,Q92844
Tankyrin 1-tankyrin 2-TRF1 complex,O95271
Tankyrin 1-tankyrin 2-TRF1 complex,P54274
Tankyrin 1-tankyrin 2-TRF1 complex,Q9H2K2
TBCD-ARL2-tubulin(beta)-TBCE complex,P07437
TBCD-ARL2-tubulin(beta)-TBCE complex,P36404
TBCD-ARL2-tubulin(beta)-TBCE complex,Q15813
TBCD-ARL2-tubulin(beta)-TBCE complex,Q9BTW9
TBCD-ARL2-tubulin(beta) complex,P07437
TBCD-ARL2-tubulin(beta) complex,P36404
TBCD-ARL2-tubulin(beta) complex,Q9BTW9
TBCD-tubulin(alpha)-tubulin(beta) complex,P07437
TBCD-tubulin(alpha)-tubulin(beta) complex,Q71U36
TBCD-tubulin(alpha)-tubulin(beta) complex,Q9BTW9
TBCE-TBCB-tubulin(alpha) complex,Q15813
TBCE-TBCB-tubulin(alpha) complex,Q71U36
TBCE-TBCB-tubulin(alpha) complex,Q99426
TBP-TAF complex,P20226
TBP-TAF complex,Q15572
TBP-TAF complex,Q15573
TBP-TAF complex,Q53T94
TBPIP/HOP2-MND1 complex,Q9BWT6
TBPIP/HOP2-MND1 complex,Q9P2W1
TBX20-HDAC2 repressor complex,Q92769
TBX20-HDAC2 repressor complex,Q9UMR3
TBX20-TBX18 repressor complex,O95935
TBX20-TBX18 repressor complex,Q9UMR3
TBX20-TLE1 repressor complex,Q04724
TBX20-TLE1 repressor complex,Q9UMR3
TBX20-TLE3 repressor complex,Q04726
TBX20-TLE3 repressor complex,Q9UMR3
TCF4-CTNNB1-CREBBP complex,P15884
TCF4-CTNNB1-CREBBP complex,P35222
TCF4-CTNNB1-CREBBP complex,Q92793
TCF4-CTNNB1-EP300 complex,P15884
TCF4-CTNNB1-EP300 complex,P35222
TCF4-CTNNB1-EP300 complex,Q09472
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,P15884
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,P35222
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,P63165
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,Q09472
TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex,Q9UBN7
TCF4-CTNNB1 complex,P15884
TCF4-CTNNB1 complex,P35222
TCL1 homotrimer complex,P56279
TCL1(trimer)-AKT1 complex,P31749
TCL1(trimer)-AKT1 complex,P56279
TCL1(trimer)-AKT2 complex,P31751
TCL1(trimer)-AKT2 complex,P56279
Telomerase holoenzyme,O14746
Telomerase holoenzyme,O60832
Telomerase holoenzyme,Q86US8
Telomerase holoenzyme,Q9BUR4
Telomerase holoenzyme,Q9NPE3
Telomerase holoenzyme,Q9NX24
Telomerase holoenzyme,Q9NY12
Telomere-associated protein complex,P54274
Telomere-associated protein complex,Q15554
Telomere-associated protein complex,Q96AP0
Telomere-associated protein complex,Q9BSI4
Telomere-associated protein complex,Q9NUX5
Telomere-associated protein complex,Q9NYB0
TERF1 homodimer complex,P54274
TERF2-RAP1 complex,P12956
TERF2-RAP1 complex,P13010
TERF2-RAP1 complex,P49959
TERF2-RAP1 complex,Q15554
TERF2-RAP1 complex,Q92878
TERF2-RAP1 complex,Q9BSI4
TERF2-RAP1 complex,Q9NYB0
"Ternary complex (GATA4, SRF, MYOCD)",P11831
"Ternary complex (GATA4, SRF, MYOCD)",P43694
"Ternary complex (GATA4, SRF, MYOCD)",Q8IZQ8
"Ternary complex (LRRC7, CAMK2a, ACTN4)",O43707
"Ternary complex (LRRC7, CAMK2a, ACTN4)",Q96NW7
"Ternary complex (LRRC7, CAMK2a, ACTN4)",Q9UQM7
"Ternary complex (TRAF2, FADD, TRADD)",Q12933
"Ternary complex (TRAF2, FADD, TRADD)",Q13158
"Ternary complex (TRAF2, FADD, TRADD)",Q15628
Tetrameric COG subcomplex,P83436
Tetrameric COG subcomplex,Q96MW5
Tetrameric COG subcomplex,Q9UP83
Tetrameric COG subcomplex,Q9Y2V7
TF-FVIIa-FXa-TFPI complex,P00742
TF-FVIIa-FXa-TFPI complex,P08709
TF-FVIIa-FXa-TFPI complex,P10646
TF-FVIIa-FXa-TFPI complex,P13726
TF-TFRC complex,P02786
TF-TFRC complex,P02787
TFAP2C-Myc-KDM5B complex,P01106
TFAP2C-Myc-KDM5B complex,Q92754
TFAP2C-Myc-KDM5B complex,Q9UGL1
TFC4-CTNNB1 complex,P35222
TFC4-CTNNB1 complex,Q9NQB0
TFIIA-TRF2 complex,P52655
TFIIA-TRF2 complex,P52657
TFIIA-TRF2 complex,Q15554
TFIIA complex,P52655
TFIIA complex,P52657
TFIID-beta complex,O00268
TFIID-beta complex,P20226
TFIID-beta complex,P21675
TFIID-beta complex,P49848
TFIID-beta complex,Q12962
TFIID-beta complex,Q15542
TFIID-beta complex,Q15543
TFIID-beta complex,Q15544
TFIID-beta complex,Q15545
TFIID-beta complex,Q16514
TFIID-beta complex,Q16594
TFIID-beta complex,Q6P1X5
TFIID-beta complex,Q9HBM6
TFIID complex,O00268
TFIID complex,P20226
TFIID complex,P21675
TFIID complex,P49848
TFIID complex,Q12962
TFIID complex,Q15542
TFIID complex,Q15544
TFIID complex,Q15543
TFIID complex,Q16514
TFIID complex,Q16594
TFIID complex,Q15545
TFIID complex,Q6P1X5
TFIID complex,Q92804
"TFIID complex, B-cell specific",O00268
"TFIID complex, B-cell specific",P20226
"TFIID complex, B-cell specific",P21675
"TFIID complex, B-cell specific",P49848
"TFIID complex, B-cell specific",Q12962
"TFIID complex, B-cell specific",Q15542
"TFIID complex, B-cell specific",Q15543
"TFIID complex, B-cell specific",Q15544
"TFIID complex, B-cell specific",Q15545
"TFIID complex, B-cell specific",Q16514
"TFIID complex, B-cell specific",Q16594
"TFIID complex, B-cell specific",Q92750
TFIID subcomplex,O00268
TFIID subcomplex,P49848
TFIID subcomplex,Q15542
TFIID subcomplex,Q16514
TFIID subcomplex,Q16594
TFIIE complex,P29083
TFIIE complex,P29084
TFIIF complex (transcription factor IIF),P13984
TFIIF complex (transcription factor IIF),P35269
TFIIH transcription factor complex,P18074
TFIIH transcription factor complex,P19447
TFIIH transcription factor complex,P32780
TFIIH transcription factor complex,P50613
TFIIH transcription factor complex,P51946
TFIIH transcription factor complex,P51948
TFIIH transcription factor complex,Q13888
TFIIH transcription factor complex,Q13889
TFIIH transcription factor complex,Q92759
TFIIH transcription factor complex,Q6ZYL4
TFIIH transcription factor core complex,P19447
TFIIH transcription factor core complex,P32780
TFIIH transcription factor core complex,Q13888
TFIIH transcription factor core complex,Q13889
TFIIH transcription factor core complex,Q92759
TFIIIC containing-TOP1-SUB1 complex,P11387
TFIIIC containing-TOP1-SUB1 complex,P53999
TFIIIC containing-TOP1-SUB1 complex,Q12789
TFIIIC containing-TOP1-SUB1 complex,Q8WUA4
TFIIIC containing-TOP1-SUB1 complex,Q9UKN8
TFIIIC containing-TOP1-SUB1 complex,Q9Y5Q8
TFIIIC containing-TOP1-SUB1 complex,Q9Y5Q9
TFTC-type histone acetyl transferase complex,O60244
TFTC-type histone acetyl transferase complex,O75448
TFTC-type histone acetyl transferase complex,P03372
TFTC-type histone acetyl transferase complex,Q15648
TFTC-type histone acetyl transferase complex,Q92830
TFTC-type histone acetyl transferase complex,Q93074
TFTC-type histone acetyl transferase complex,Q9NVC6
TFTC-type histone acetyl transferase complex,Q9UHV7
TFTC-type histone acetyl transferase complex,Q9ULK4
TFTC-type histone acetyl transferase complex,Q9Y2X0
TFTC-type histone acetyl transferase complex,Q9Y4A5
TFTC complex (TATA-binding protein-free TAF-II-containing complex),O00268
TFTC complex (TATA-binding protein-free TAF-II-containing complex),O15265
TFTC complex (TATA-binding protein-free TAF-II-containing complex),O75486
TFTC complex (TATA-binding protein-free TAF-II-containing complex),O75528
TFTC complex (TATA-binding protein-free TAF-II-containing complex),O75529
TFTC complex (TATA-binding protein-free TAF-II-containing complex),P49848
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q12962
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q15393
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q15542
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q15545
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q15543
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q16514
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q16594
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q6P1X5
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q92830
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q9Y4A5
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q9HBM6
TFTC complex (TATA-binding protein-free TAF-II-containing complex),Q9Y6J9
TGF-beta-receptor-PAR6 complex,P36897
TGF-beta-receptor-PAR6 complex,P37173
TGF-beta-receptor-PAR6 complex,Q9NPB6
TGF-beta-receptor type II homodimer complex,P37173
TGF-beta receptor-SMAD3 complex,P36897
TGF-beta receptor-SMAD3 complex,P37173
TGF-beta receptor-SMAD3 complex,P84022
TGF-beta receptor I-Axin-SMAD3 complex,O15169
TGF-beta receptor I-Axin-SMAD3 complex,P36897
TGF-beta receptor I-Axin-SMAD3 complex,P84022
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex,P01137
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex,P36897
TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex,P37173
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex,P10600
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex,P36897
TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex,P37173
TGF-beta receptor II-TGF-beta1 complex,P01137
TGF-beta receptor II-TGF-beta1 complex,P37173
TGF-beta receptor II-TGF-beta3 complex,P10600
TGF-beta receptor II-TGF-beta3 complex,P37173
TGF-betaR2-TGF-beta3 complex,P10600
TGF-betaR2-TGF-beta3 complex,P37173
TGM2-HD-CALM1 complex,P21980
TGM2-HD-CALM1 complex,P42858
TGM2-HD-CALM1 complex,P62158
TGM2-HD complex,P21980
TGM2-HD complex,P42858
THO complex,Q13769
THO complex,Q6I9Y2
THO complex,Q86W42
THO complex,Q8NI27
THO complex,Q96FV9
THRB-RXRB complex,P10828
THRB-RXRB complex,P28702
THSD1-FAK-talin-vinculin complex,P18206
THSD1-FAK-talin-vinculin complex,Q05397
THSD1-FAK-talin-vinculin complex,Q9NS62
THSD1-FAK-talin-vinculin complex,Q9Y490
TIAM1-EFNB1-EPHA2 complex,P29317
TIAM1-EFNB1-EPHA2 complex,P98172
TIAM1-EFNB1-EPHA2 complex,Q13009
TIAM1-GRIN1 complex,Q05586
TIAM1-GRIN1 complex,Q13009
TICAM1-TICAM2-TLR4 complex,O00206
TICAM1-TICAM2-TLR4 complex,Q86XR7
TICAM1-TICAM2-TLR4 complex,Q8IUC6
TIF1gamma-SMAD2-SMAD3 complex,P84022
TIF1gamma-SMAD2-SMAD3 complex,Q15796
TIF1gamma-SMAD2-SMAD3 complex,Q9UPN9
"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial",O14925
"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial",O43615
"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial",O60830
"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial",Q99595
"TIM (TIM9, TIM10) complex, mitochondrial",P62072
"TIM (TIM9, TIM10) complex, mitochondrial",Q9Y5J7
TIM17A-TIM23 complex,O14925
TIM17A-TIM23 complex,Q99595
"TIM17A-TIM23 complex, mitochondrial",O14925
"TIM17A-TIM23 complex, mitochondrial",Q99595
"TIM17B-TIM23 complex, mitochondrial",O14925
"TIM17B-TIM23 complex, mitochondrial",O60830
TIM23-TOM22-TIM50-HSD3B2 complex,O14925
TIM23-TOM22-TIM50-HSD3B2 complex,P26439
TIM23-TOM22-TIM50-HSD3B2 complex,Q3ZCQ8
TIM23-TOM22-TIM50-HSD3B2 complex,Q9NS69
TIM50-COIL complex,P38432
TIM50-COIL complex,Q3ZCQ8
TIM50-SMN1 complex,Q16637
TIM50-SMN1 complex,Q3ZCQ8
"TIM50-TIM23 complex, mitochondrial",O14925
"TIM50-TIM23 complex, mitochondrial",Q3ZCQ8
TIMM8A-TIMM13-TIMM23 complex,O14925
TIMM8A-TIMM13-TIMM23 complex,O60220
TIMM8A-TIMM13-TIMM23 complex,Q9Y5L4
TIMM8A-TIMM13 complex,O60220
TIMM8A-TIMM13 complex,Q9Y5L4
TIN2 complex,Q15554
TIN2 complex,Q96AP0
TIN2 complex,Q9BSI4
TIN2 complex,Q9NUX5
TIP49-TIP48-BAF53 complex,O96019
TIP49-TIP48-BAF53 complex,Q9Y230
TIP49-TIP48-BAF53 complex,Q9Y265
TIP5-DNMT-HDAC1 complex,P26358
TIP5-DNMT-HDAC1 complex,Q13547
TIP5-DNMT-HDAC1 complex,Q9UBC3
TIP5-DNMT-HDAC1 complex,Q9UIF9
TIP60 histone acetylase complex,O96019
TIP60 histone acetylase complex,Q92993
TIP60 histone acetylase complex,Q9Y230
TIP60 histone acetylase complex,Q9Y265
TIP60 histone acetylase complex,Q9Y4A5
TLE-Histone H3 complex,P68431
TLE-Histone H3 complex,Q04724
TLE1-TLE2 complex,Q04724
TLE1-TLE2 complex,Q04725
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P06748
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P09874
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P19338
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P34932
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P35580
TLE1 corepressor complex (MASH1 promoter-corepressor complex),Q02880
TLE1 corepressor complex (MASH1 promoter-corepressor complex),P60709
TLE1 corepressor complex (MASH1 promoter-corepressor complex),Q04724
TLE1 corepressor complex (MASH1 promoter-corepressor complex),Q15233
TLE1 corepressor complex (MASH1 promoter-corepressor complex),Q92878
TLE1 homodimer complex,Q04724
TLE2 homodimer complex,Q04725
TLR1-TLR2-lipoprotein complex,O60603
TLR1-TLR2-lipoprotein complex,Q15399
TLR1-TLR2 complex,O60603
TLR1-TLR2 complex,Q15399
TMEM173-TBK1 complex,Q86WV6
TMEM173-TBK1 complex,Q9UHD2
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",O00743
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",O15084
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",O15111
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",O75170
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",P63208
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q00653
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q04206
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q04864
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q13616
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q14164
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q9UPN7
"TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)",Q9Y297
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",O00221
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",O00505
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",O15111
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",P19838
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",P25963
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q00653
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q01201
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q04206
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q04864
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q15653
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q8NFZ5
"TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)",Q9Y6K9
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",O00571
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",O15111
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P19838
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P25963
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P41279
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P62277
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P62888
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",P78347
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q00653
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q01201
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q02878
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q04206
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q04864
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q15653
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q8NFZ5
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q92896
"TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",Q9Y6K9
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",O14920
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",O15027
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",O15111
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",O75604
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q00653
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q04206
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q04864
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q969H0
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q99558
"TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)",Q9Y6K9
TNF-alpha/NF-kappa B signaling complex 10,O15111
TNF-alpha/NF-kappa B signaling complex 10,P07900
TNF-alpha/NF-kappa B signaling complex 10,P08238
TNF-alpha/NF-kappa B signaling complex 10,P40222
TNF-alpha/NF-kappa B signaling complex 10,Q15653
TNF-alpha/NF-kappa B signaling complex 10,Q16543
TNF-alpha/NF-kappa B signaling complex 10,Q676U5
TNF-alpha/NF-kappa B signaling complex 10,Q8IX12
TNF-alpha/NF-kappa B signaling complex 10,Q9UHD2
TNF-alpha/NF-kappa B signaling complex 10,Q9Y6K9
TNF-alpha/NF-kappa B signaling complex 5,O14920
TNF-alpha/NF-kappa B signaling complex 5,O15111
TNF-alpha/NF-kappa B signaling complex 5,O15446
TNF-alpha/NF-kappa B signaling complex 5,O95602
TNF-alpha/NF-kappa B signaling complex 5,P19838
TNF-alpha/NF-kappa B signaling complex 5,P23508
TNF-alpha/NF-kappa B signaling complex 5,P42704
TNF-alpha/NF-kappa B signaling complex 5,P46199
TNF-alpha/NF-kappa B signaling complex 5,P52292
TNF-alpha/NF-kappa B signaling complex 5,P52434
TNF-alpha/NF-kappa B signaling complex 5,P62875
TNF-alpha/NF-kappa B signaling complex 5,P63208
TNF-alpha/NF-kappa B signaling complex 5,Q00653
TNF-alpha/NF-kappa B signaling complex 5,Q04206
TNF-alpha/NF-kappa B signaling complex 5,Q04864
TNF-alpha/NF-kappa B signaling complex 5,Q13576
TNF-alpha/NF-kappa B signaling complex 5,Q13616
TNF-alpha/NF-kappa B signaling complex 5,Q15653
TNF-alpha/NF-kappa B signaling complex 5,Q16342
