ComplexName,Reference,Organism
Hcls1-Liar-Lyn complex,P49710,mouse
Hcls1-Liar-Lyn complex,Q91WK7,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,O09106,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,O35129,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,Q00915,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,Q6ZPV2,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,Q6ZQ88,mouse
Hdac1-Ino80-Kdm1a-Phb2-Rbp1-Taf5 complex,Q8C092,mouse
Hdac1-Mecp2-Rcor1-Sin3a complex,O09106,mouse
Hdac1-Mecp2-Rcor1-Sin3a complex,Q60520,mouse
Hdac1-Mecp2-Rcor1-Sin3a complex,Q8CFE3,mouse
Hdac1-Mecp2-Rcor1-Sin3a complex,Q9Z2D6,mouse
Hdac2-Mecp2-Sin3a-Smarca2 complex,P70288,mouse
Hdac2-Mecp2-Sin3a-Smarca2 complex,Q3UX55,mouse
Hdac2-Mecp2-Sin3a-Smarca2 complex,Q60520,mouse
Hdac2-Mecp2-Sin3a-Smarca2 complex,Q9Z2D6,mouse
Heg1-Krit1-Ccm2 complex,E9Q7X6,mouse
Heg1-Krit1-Ccm2 complex,Q6S5J6,mouse
Heg1-Krit1-Ccm2 complex,Q8K2Y9,mouse
Hnf4-Pc4 complex,P11031,mouse
Hnf4-Pc4 complex,P49698,mouse
Hop2-Mnd1 complex,O35047,mouse
Hop2-Mnd1 complex,Q8K396,mouse
Hoxa9-Meis1-Pbx3 complex,O35317,mouse
Hoxa9-Meis1-Pbx3 complex,P09631,mouse
Hoxa9-Meis1-Pbx3 complex,Q60954,mouse
Hsp110-Hsc70-Hsp25 complex,P14602,mouse
Hsp110-Hsc70-Hsp25 complex,P63017,mouse
Hsp110-Hsc70-Hsp25 complex,Q61699,mouse
Hsp90b1-Cnpy3 complex,P08113,mouse
Hsp90b1-Cnpy3 complex,Q9DAU1,mouse
Igfn1-Ky-Flnc complex,Q3KNY0,mouse
Igfn1-Ky-Flnc complex,Q8C8H8,mouse
Igfn1-Ky-Flnc complex,Q8VHX6,mouse
Ikaros-NuRD complex,O08900,mouse
Ikaros-NuRD complex,O09106,mouse
Ikaros-NuRD complex,P70288,mouse
Ikaros-NuRD complex,P81183,mouse
Ikaros-NuRD complex,Q03267,mouse
Ikaros-NuRD complex,Q6PDQ2,mouse
Ikaros complex,O08900,mouse
Ikaros complex,O09106,mouse
Ikaros complex,P70288,mouse
Ikaros complex,P81183,mouse
Ikaros complex,P97496,mouse
Ikaros complex,Q03267,mouse
Ikaros complex,Q3TKT4,mouse
Ikaros complex,Q60972,mouse
Ikaros complex,Q61466,mouse
Ikaros complex,Q6P9Z1,mouse
Ikaros complex,Q6PDQ2,mouse
Ikaros complex,Q99JR8,mouse
"Il3rb1-Shc-Ship complex, IL-3-stimulated",P26955,mouse
"Il3rb1-Shc-Ship complex, IL-3-stimulated",P98083,mouse
"Il3rb1-Shc-Ship complex, IL-3-stimulated",Q9ES52,mouse
"Il3rb1-Shc complex, IL-3-stimulated",P26955,mouse
"Il3rb1-Shc complex, IL-3-stimulated",P98083,mouse
Immunoproteasome,O09061,mouse
Immunoproteasome,O35955,mouse
Immunoproteasome,O70435,mouse
Immunoproteasome,P28063,mouse
Immunoproteasome,P28076,mouse
Immunoproteasome,P49722,mouse
Immunoproteasome,P99026,mouse
Immunoproteasome,Q9QUM9,mouse
Immunoproteasome,Q9R1P0,mouse
Immunoproteasome,Q9R1P1,mouse
Immunoproteasome,Q9R1P3,mouse
Immunoproteasome,Q9R1P4,mouse
Immunoproteasome,Q9Z2U0,mouse
Immunoproteasome,Q9Z2U1,mouse
InsP3R1-HAP1A-Htt complex,O35668,mouse
InsP3R1-HAP1A-Htt complex,P11881,mouse
InsP3R1-HAP1A-Htt complex,P42859,mouse
"Insr-Arrb2-Akt-Src complex, insulin induced",P05480,mouse
"Insr-Arrb2-Akt-Src complex, insulin induced",P15208,mouse
"Insr-Arrb2-Akt-Src complex, insulin induced",P31750,mouse
"Insr-Arrb2-Akt-Src complex, insulin induced",Q91YI4,mouse
Insr-Irs1-Iqgap1 complex,P15208,mouse
Insr-Irs1-Iqgap1 complex,P35569,mouse
Insr-Irs1-Iqgap1 complex,Q9JKF1,mouse
Irf4-Spi1 complex,P17433,mouse
Irf4-Spi1 complex,Q64287,mouse
Isl1-Jak1-Stat3 complex,P42227,mouse
Isl1-Jak1-Stat3 complex,P52332,mouse
Isl1-Jak1-Stat3 complex,P61372,mouse
Itga-Itgb1-Ppap2b complex,P09055,mouse
Itga-Itgb1-Ppap2b complex,P11688,mouse
Itga-Itgb1-Ppap2b complex,Q99JY8,mouse
Itga4-Itgb1-Adam2 complex,P09055,mouse
Itga4-Itgb1-Adam2 complex,Q00651,mouse
Itga4-Itgb1-Adam2 complex,Q60718,mouse
Itga9-Itgb1-Thbs1 complex,P09055,mouse
Itga9-Itgb1-Thbs1 complex,P35441,mouse
Itga9-Itgb1-Thbs1 complex,Q91YD5,mouse
Itgav-Itgb3-Gsn complex,O54890,mouse
Itgav-Itgb3-Gsn complex,P13020,mouse
Itgav-Itgb3-Gsn complex,P43406,mouse
Itgax-Itgb2-Icam4 complex,P11835,mouse
Itgax-Itgb2-Icam4 complex,Q9ERM2,mouse
Itgax-Itgb2-Icam4 complex,Q9QXH4,mouse
Itgb1-Rap1a-Prkd1 complex,P09055,mouse
Itgb1-Rap1a-Prkd1 complex,P62835,mouse
Itgb1-Rap1a-Prkd1 complex,Q62101,mouse
Jam4-Lnx1-Numb complex,O70263,mouse
Jam4-Lnx1-Numb complex,Q7TSN7,mouse
Jam4-Lnx1-Numb complex,Q9QZS3,mouse
Junb-Sumo1 complex,P09450,mouse
Junb-Sumo1 complex,P63166,mouse
Kcnj8-Kcnj11-Abcc9(splice variant 2) complex,P70170-2,mouse
Kcnj8-Kcnj11-Abcc9(splice variant 2) complex,P97794,mouse
Kcnj8-Kcnj11-Abcc9(splice variant 2) complex,Q61743,mouse
Keap1-Nrf2-Cul3 complex,Q60795,mouse
Keap1-Nrf2-Cul3 complex,Q9JLV5,mouse
Keap1-Nrf2-Cul3 complex,Q9Z2X8,mouse
Keap1-Nrf2 complex,Q60795,mouse
Keap1-Nrf2 complex,Q9Z2X8,mouse
Kif17-Lin10-Lin2-Lin7-NR2B complex,B2RUJ5,mouse
Kif17-Lin10-Lin2-Lin7-NR2B complex,O70589,mouse
Kif17-Lin10-Lin2-Lin7-NR2B complex,Q01097,mouse
Kif17-Lin10-Lin2-Lin7-NR2B complex,Q8JZS0,mouse
Kif17-Lin10-Lin2-Lin7-NR2B complex,Q99PW8,mouse
Kif3-cadherin-catenin complex,P15116,mouse
Kif3-cadherin-catenin complex,P30999,mouse
Kif3-cadherin-catenin complex,P70188,mouse
Kif3-cadherin-catenin complex,Q02248,mouse
Kif3-cadherin-catenin complex,Q61771,mouse
Kif5a-Zfyve27 complex,P33175,mouse
Kif5a-Zfyve27 complex,Q3TXX3,mouse
Kif5b-Dtnb complex,O70585,mouse
Kif5b-Dtnb complex,Q61768,mouse
Kif5b-Zfyve27 complex,Q3TXX3,mouse
Kif5b-Zfyve27 complex,Q61768,mouse
Kif5c-Zfyve27 complex,P28738,mouse
Kif5c-Zfyve27 complex,Q3TXX3,mouse
Kif7-Sufu complex,B7ZNG0,mouse
Kif7-Sufu complex,Q9Z0P7,mouse
Kinesin II complex (Kif3a-Kif3b-Kifap3),P28741,mouse
Kinesin II complex (Kif3a-Kif3b-Kifap3),P70188,mouse
Kinesin II complex (Kif3a-Kif3b-Kifap3),Q61771,mouse
Kir3.2 homotetramer complex,P48542,mouse
Kir4.1-alpha-1-syntrophin complex,Q61234,mouse
Kir4.1-alpha-1-syntrophin complex,Q9JM63,mouse
Kir4.1-beta-dystroglycan complex,Q62165,mouse
Kir4.1-beta-dystroglycan complex,Q9JM63,mouse
Kir4.1-dystrophin complex,P11531,mouse
Kir4.1-dystrophin complex,Q9JM63,mouse
Kir6.2-Sur1 complex,Q09429,mouse
Kir6.2-Sur1 complex,Q61743,mouse
KLC2-nKHC-uKHC kinesin complex,O88448,mouse
KLC2-nKHC-uKHC kinesin complex,P33175,mouse
KLC2-nKHC-uKHC kinesin complex,Q61768,mouse
Klf5-Pias1 complex,O88907,mouse
Klf5-Pias1 complex,Q9Z0Z7,mouse
Klotho-Kdr-Trpc1 complex,O35082,mouse
Klotho-Kdr-Trpc1 complex,P35918,mouse
Klotho-Kdr-Trpc1 complex,Q61056,mouse
Kpna2-Kpnb1 complex,P52293,mouse
Kpna2-Kpnb1 complex,P70168,mouse
Kremen1-AP-2 complex,P34056,mouse
Kremen1-AP-2 complex,Q99N43,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",O54833,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",P31938,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",P63101,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",P67871,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",Q60737,mouse
"Ksr1-CK2-MEK-14-3-3 complex, PDGF treated",Q61097,mouse
Ksr1-CK2 complex,O54833,mouse
Ksr1-CK2 complex,P67871,mouse
Ksr1-CK2 complex,Q60737,mouse
Ksr1-CK2 complex,Q61097,mouse
"Ksr1-Mek-Braf-Erk complex, EGF induced",P28028,mouse
"Ksr1-Mek-Braf-Erk complex, EGF induced",P31938,mouse
"Ksr1-Mek-Braf-Erk complex, EGF induced",Q61097,mouse
"Ksr1-Mek-Braf-Erk complex, EGF induced",Q63844,mouse
"Ksr1-Mek-Braf complex, EGF induced",P28028,mouse
"Ksr1-Mek-Braf complex, EGF induced",P31938,mouse
"Ksr1-Mek-Braf complex, EGF induced",Q61097,mouse
"Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",P63330,mouse
"Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",Q61097,mouse
"Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated",Q76MZ3,mouse
"Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",P63330,mouse
"Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q61097,mouse
"Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q6ZWR4,mouse
"Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated",Q76MZ3,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated",P31938,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated",P63101,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated",Q61097,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated",P31938,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated",P63085,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated",P63101,mouse
"Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated",Q61097,mouse
L-periaxin-Drp2 complex,O55103,mouse
L-periaxin-Drp2 complex,P11531,mouse
L-periaxin-Drp2 complex,Q05AA6,mouse
L-periaxin-Drp2 complex,Q61636,mouse
L-periaxin-Drp2 complex,Q62165,mouse
L1cam-Itga5 complex,P11627,mouse
L1cam-Itga5 complex,P11688,mouse
L1cam-Ncam1 complex,P11627,mouse
L1cam-Ncam1 complex,P13595,mouse
"Lab-Grb2 complex, BCR stimulated",Q60631,mouse
"Lab-Grb2 complex, BCR stimulated",Q9JHL0,mouse
Ldb1-Lmo2-Gata-1-Tal1-E47 complex,P15806,mouse
Ldb1-Lmo2-Gata-1-Tal1-E47 complex,P17679,mouse
Ldb1-Lmo2-Gata-1-Tal1-E47 complex,P22091,mouse
Ldb1-Lmo2-Gata-1-Tal1-E47 complex,P25801,mouse
Ldb1-Lmo2-Gata-1-Tal1-E47 complex,P70662,mouse
Lef1-Tle1-Ctnnb1 complex,P27782,mouse
Lef1-Tle1-Ctnnb1 complex,Q02248,mouse
Lef1-Tle1-Ctnnb1 complex,Q62440,mouse
Lef1-Tle1 complex,P27782,mouse
Lef1-Tle1 complex,Q62440,mouse
Lep-Lepr quaternary protein,P41160,mouse
Lep-Lepr quaternary protein,P48356,mouse
Limd1-p62-Traf6-Prkcz complex,P70196,mouse
Limd1-p62-Traf6-Prkcz complex,Q02956,mouse
Limd1-p62-Traf6-Prkcz complex,Q64337,mouse
Limd1-p62-Traf6-Prkcz complex,Q9QXD8,mouse
Lingo1-Rtn4r-Tnfrsf19 complex,Q99PI8,mouse
Lingo1-Rtn4r-Tnfrsf19 complex,Q9D1T0,mouse
Lingo1-Rtn4r-Tnfrsf19 complex,Q9JLL3,mouse
Lnx1-Jam4 complex,O70263,mouse
Lnx1-Jam4 complex,Q7TSN7,mouse
Mad-Max-mSin3a complex,P28574,mouse
Mad-Max-mSin3a complex,P50538,mouse
Mad-Max-mSin3a complex,Q60520,mouse
Mad-Max-mSin3B complex,P28574,mouse
Mad-Max-mSin3B complex,P50538,mouse
Mad-Max-mSin3B complex,Q62141,mouse
MAML1-RBP-Jkappa-Notch2 complex,O35516,mouse
MAML1-RBP-Jkappa-Notch2 complex,P31266,mouse
MAML1-RBP-Jkappa-Notch2 complex,Q6T264,mouse
MAML1-RBP-Jkappa-Notch3 complex,P31266,mouse
MAML1-RBP-Jkappa-Notch3 complex,Q61982,mouse
MAML1-RBP-Jkappa-Notch3 complex,Q6T264,mouse
MAML1-RBP-Jkappa-Notch4 complex,P31266,mouse
MAML1-RBP-Jkappa-Notch4 complex,P31695,mouse
MAML1-RBP-Jkappa-Notch4 complex,Q6T264,mouse
MAML2-RBP-Jkappa-Notch3 complex,P31266,mouse
MAML2-RBP-Jkappa-Notch3 complex,Q61982,mouse
MAML2-RBP-Jkappa-Notch3 complex,Q7TPU6,mouse
MAML3-RBP-Jkappa-Notch3 complex,P31266,mouse
MAML3-RBP-Jkappa-Notch3 complex,Q61982,mouse
MAML3-RBP-Jkappa-Notch3 complex,Q69Z97,mouse
Map2k5-Map3k3 complex,Q61084,mouse
Map2k5-Map3k3 complex,Q9WVS7,mouse
Mapk1-Pparg complex,P37238,mouse
Mapk1-Pparg complex,P63085,mouse
"MCC complex (p85alpha, p110alpha, Akt,14-3-3theta, beta-catenin)",P26450,mouse
"MCC complex (p85alpha, p110alpha, Akt,14-3-3theta, beta-catenin)",P31750,mouse
"MCC complex (p85alpha, p110alpha, Akt,14-3-3theta, beta-catenin)",P42337,mouse
"MCC complex (p85alpha, p110alpha, Akt,14-3-3theta, beta-catenin)",P63101,mouse
"MCC complex (p85alpha, p110alpha, Akt,14-3-3theta, beta-catenin)",Q02248,mouse
MCL1-NOXA complex,P97287,mouse
MCM complex,P25206,mouse
MCM complex,P49717,mouse
MCM complex,P49718,mouse
MCM complex,P97310,mouse
MCM complex,P97311,mouse
MCM complex,Q61881,mouse
Mdl1-Dap12-Dap10 complex,O54885,mouse
Mdl1-Dap12-Dap10 complex,Q9QUJ0,mouse
Mdl1-Dap12-Dap10 complex,Q9R007,mouse
Mediator complex,A2ABV5,mouse
Mediator complex,A2AGH6,mouse
Mediator complex,O35692,mouse
Mediator complex,Q569Z6,mouse
Mediator complex,Q6PGF3,mouse
Mediator complex,Q5U427,mouse
Mediator complex,Q8VCD5,mouse
Mediator complex,Q62447,mouse
Mediator complex,Q921D4,mouse
Mediator complex,Q6PGF3,mouse
Mediator complex,Q9CQ39,mouse
Mediator complex,Q80YQ2,mouse
Mediator complex,Q9CQA5,mouse
Mediator complex,Q921D4,mouse
Mediator complex,Q9CZB6,mouse
Mediator complex,Q925J9,mouse
Mediator complex,Q9R0X0,mouse
Mediator complex,Q99K74,mouse
Meiotic cohesin complex,P70281,mouse
Meiotic cohesin complex,Q8C5S7,mouse
Meiotic cohesin complex,Q920F6,mouse
Meiotic cohesin complex,Q9CW03,mouse
Mekk1-Axin complex,O35625,mouse
Mekk1-Axin complex,P53349,mouse
MEKK2-MEK5alpha complex,Q9WVS7,mouse
MEKK2-MEK5alpha complex,Q9Y2U5,mouse
"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",O88522,mouse
"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P27512,mouse
"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P39429,mouse
"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P53349,mouse
"Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P61089,mouse
Metallothionein-3 complex,O08553,mouse
Metallothionein-3 complex,P11499,mouse
Metallothionein-3 complex,P28184,mouse
Metallothionein-3 complex,P60710,mouse
Metallothionein-3 complex,Q04447,mouse
Metallothionein-3 complex,Q61696,mouse
"Metaxin complex (Mtx1, Mtx2), mitochondrial",O88441,mouse
"Metaxin complex (Mtx1, Mtx2), mitochondrial",P47802,mouse
mGluR1-mGluR5 complex,P97772,mouse
mGluR1-mGluR5 complex,Q3UVX5,mouse
Mili-Tdrd1-Tdrd12 complex,Q8CDG1,mouse
Mili-Tdrd1-Tdrd12 complex,Q99MV1,mouse
Mili-Tdrd1-Tdrd12 complex,Q9CWU0,mouse
Mlx-Mad1 complex,O08609,mouse
Mlx-Mad1 complex,P50538,mouse
MMACHC-MMADHC complex,Q99LS1,mouse
MMACHC-MMADHC complex,Q9CZD0,mouse
MondoA-Mlx complex,O08609,mouse
MondoA-Mlx complex,Q3UPW8,mouse
Mp1-p14 scaffolding complex,O88653,mouse
Mp1-p14 scaffolding complex,Q9JHS3,mouse
mPar6c-Mlgl-aPKC complex,Q62074,mouse
mPar6c-Mlgl-aPKC complex,Q80Y17,mouse
mPar6c-Mlgl-aPKC complex,Q9Z101,mouse
mPar6c-Mlgl-aPKCz complex,Q02956,mouse
mPar6c-Mlgl-aPKCz complex,Q80Y17,mouse
mPar6c-Mlgl-aPKCz complex,Q9Z101,mouse
Mss4-Itga3 complex,Q62470,mouse
Mss4-Itga3 complex,Q91X96,mouse
Mss4-Itga7 complex,Q61738,mouse
Mss4-Itga7 complex,Q91X96,mouse
Mt3-Hsp84-Ck complex,P11499,mouse
Mt3-Hsp84-Ck complex,P28184,mouse
Mt3-Hsp84-Ck complex,Q04447,mouse
Mtor-Yy1-Ppargc1a complex,O70343,mouse
Mtor-Yy1-Ppargc1a complex,Q00899,mouse
Mtor-Yy1-Ppargc1a complex,Q9JLN9,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",O08863,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",O88522,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",P27512,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",P39429,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",P47809,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",P53349,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",P61089,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",Q62210,mouse
"Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)",Q8CE90,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",O08863,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",O88522,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P27512,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P39429,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P53349,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",P61089,mouse
"Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)",Q62210,mouse
Muscle-derived dystrobrevin-syntrophin complex,Q61234,mouse
Muscle-derived dystrobrevin-syntrophin complex,Q9D2N4,mouse
MutS-alpha-histone H4 complex,P43247,mouse
MutS-alpha-histone H4 complex,P54276,mouse
MutS-alpha-histone H4 complex,P62806,mouse
Myod1-Tcf3 complex,P10085,mouse
Myod1-Tcf3 complex,P15806,mouse
Myod1 homodimer complex,P10085,mouse
Ncam-Fgfr4 signaling complex,P05480,mouse
Ncam-Fgfr4 signaling complex,P06837,mouse
Ncam-Fgfr4 signaling complex,P13595,mouse
Ncam-Fgfr4 signaling complex,P15116,mouse
Ncam-Fgfr4 signaling complex,Q03142,mouse
Ncam-Fgfr4 signaling complex,Q60598,mouse
Ncam-Fgfr4 signaling complex,Q62077,mouse
Ncam-Fgfr4 signaling complex,Q8C180,mouse
Ncstn-Psen1 complex,P49769,mouse
Ncstn-Psen1 complex,P57716,mouse
Nek8-Pkd2 complex,O35245,mouse
Nek8-Pkd2 complex,Q91ZR4,mouse
Nfatc2ip-Prmt1 complex,O09130,mouse
Nfatc2ip-Prmt1 complex,Q60591,mouse
Nfatc2ip-Prmt1 complex,Q9JIF0,mouse
Ng2-Grip1-Glur2 complex,P23819,mouse
Ng2-Grip1-Glur2 complex,Q8VHY0,mouse
Ng2-Grip1-Glur2 complex,Q925T6,mouse
Ngly1-Vcp-Ubxn1 complex,Q01853,mouse
Ngly1-Vcp-Ubxn1 complex,Q922Y1,mouse
Ngly1-Vcp-Ubxn1 complex,Q9JI78,mouse
Nherf1-Fzd4-Vangl2 complex,P70441,mouse
Nherf1-Fzd4-Vangl2 complex,Q61088,mouse
Nherf1-Fzd4-Vangl2 complex,Q91ZD4,mouse
"Nitric oxide synthase-dystrophin complex, skeletal muscle",P11531,mouse
"Nitric oxide synthase-dystrophin complex, skeletal muscle",Q9Z0J4,mouse
nKHC-KLC1-KLC2 kinesin complex,O88447,mouse
nKHC-KLC1-KLC2 kinesin complex,O88448,mouse
nKHC-KLC1-KLC2 kinesin complex,P33175,mouse
nKHC-KLC1-uKHC kinesin complex,O88447,mouse
nKHC-KLC1-uKHC kinesin complex,P33175,mouse
nKHC-KLC1-uKHC kinesin complex,Q61768,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,O09106,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,P70340,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,P97471,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,P97503,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,Q60520,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,Q60972,mouse
Nkx3.2-SMAD1-SMAD4-HDAC-Sin3A complex,Q60973,mouse
Nkx3.2-SMAD1-SMAD4-HDAC1 complex,O09106,mouse
Nkx3.2-SMAD1-SMAD4-HDAC1 complex,P70340,mouse
Nkx3.2-SMAD1-SMAD4-HDAC1 complex,P97471,mouse
Nkx3.2-SMAD1-SMAD4-HDAC1 complex,P97503,mouse
Nkx3.2-SMAD1-SMAD4 complex,P70340,mouse
Nkx3.2-SMAD1-SMAD4 complex,P97471,mouse
Nkx3.2-SMAD1-SMAD4 complex,P97503,mouse
Nkx3.2-SMAD1 complex,P70340,mouse
Nkx3.2-SMAD1 complex,P97503,mouse
Nmi-Rpa2-Rrn3 complex,B2RS91,mouse
Nmi-Rpa2-Rrn3 complex,O35309,mouse
Nmi-Rpa2-Rrn3 complex,Q62193,mouse
Nmi-Rrn3 complex,B2RS91,mouse
Nmi-Rrn3 complex,O35309,mouse
nNos-Capon-Dexras1 complex,O35626,mouse
nNos-Capon-Dexras1 complex,Q9D3A8,mouse
nNos-Capon-Dexras1 complex,Q9Z0J4,mouse
Notch1(N-TM)-Notch1(N-EC) heterodimer complex,Q01705,mouse
Nphp1-Nphp4-Rpgrip1l complex,P59240,mouse
Nphp1-Nphp4-Rpgrip1l complex,Q8CG73,mouse
Nphp1-Nphp4-Rpgrip1l complex,Q9QY53,mouse
Nphp1-Ptk2b-Bcar1-tensin complex,Q61140,mouse
Nphp1-Ptk2b-Bcar1-tensin complex,Q8CGB6,mouse
Nphp1-Ptk2b-Bcar1-tensin complex,Q9QVP9,mouse
Nphp1-Ptk2b-Bcar1-tensin complex,Q9QY53,mouse
NRF2- Axin1-GSK-3beta-TrCP  complex,O35625,mouse
NRF2- Axin1-GSK-3beta-TrCP  complex,Q3ULA2,mouse
NRF2- Axin1-GSK-3beta-TrCP  complex,Q60795,mouse
NRF2- Axin1-GSK-3beta-TrCP  complex,Q9WV60,mouse
Nrsn1-Tmed10 complex,P97799,mouse
Nrsn1-Tmed10 complex,Q9D1D4,mouse
Nucleolar remodeling complex (NoRC complex),Q91YE5,mouse
Nucleolar remodeling complex (NoRC complex),Q91ZW3,mouse
OAP-1-OSP/claudin-11-ITGB1 complex,P09055,mouse
OAP-1-OSP/claudin-11-ITGB1 complex,Q60771,mouse
OAP-1-OSP/claudin-11-ITGB1 complex,Q9QY33,mouse
Ocrl-Cdc42 complex,P60766,mouse
Ocrl-Cdc42 complex,Q6NVF0,mouse
Olfr992-Reep1 complex,Q8BGH4,mouse
Olfr992-Reep1 complex,Q8VGC6,mouse
Olfr992-Rtp1 complex,Q8C8C1,mouse
Olfr992-Rtp1 complex,Q8VGC6,mouse
ORC complex (origin recognition complex),O88708,mouse
ORC complex (origin recognition complex),Q60862,mouse
ORC complex (origin recognition complex),Q9JK30,mouse
ORC complex (origin recognition complex),Q9WUJ8,mouse
ORC complex (origin recognition complex),Q9WUV0,mouse
ORC complex (origin recognition complex),Q9Z1N2,mouse
p14-Mp1-Erk1/2 complex,O88653,mouse
p14-Mp1-Erk1/2 complex,P63085,mouse
p14-Mp1-Erk1/2 complex,Q63844,mouse
p14-Mp1-Erk1/2 complex,Q9JHS3,mouse
p18-Cdk4 complex,P30285,mouse
p18-Cdk4 complex,Q60772,mouse
p18-Cdk6 complex,Q60772,mouse
p18-Cdk6 complex,Q64261,mouse
p18-p14-Mp1 complex,O88653,mouse
